id,Sentence,Sentiment
2039,earnings per share eps amounted to eur0 98 up from the loss of eur0 02,positive
2040,financial terms were nt disclosed,neutral
2041,bluewin security is available as a monthly subscription,neutral
2042,the business units of the investlesprom group cover the full forest industry chain and the group owns forests sawmills paper and pulp mills and other processing plants,neutral
2043,what stocks large players are selling httpstkscot0vel crox gogo ino,negative
2044,hpq says breakup will cost billions but sees savings too httpstkscop27hz,negative
2045,dutch publisher de vijver said today it has agreed to buy a 49 stake in belgian weekly magazine humo from finnish media company sanoma hel saa1v,neutral
2046,no more wasteburning facilities should be built,neutral
2047,tesco set to sell kipa giraffe businesses sky news,negative
2048,aapl aapl gundlach slams ipad mini sees downside to 425 httpstkscobdqv,negative
2049,the net sales decreased to eur 498 million from eur 599 million,negative
2050,finnish bank of land landsbanken has issued a profit warning,negative
2051,equipment will be manufactured in vaahto s workshop in hollola finland and is scheduled for shipments during the first quarter of 2009,neutral
2052,initially the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries,negative
2053,slv pos been saying it for 2 years going lower forget about it or go short,negative
2054,spy weak close,negative
2055,despite sales growth uks tesco cautions recovery to be bumpy,neutral
2056,estonia s beer market overall grew three percent last year to 130 million liters,positive
2057,the omx helsinki 25 ended 047 pct lower at 315055 and the omx helsinki was down 021 pct at 1073642 on 1523 bln eur turnover,negative
2058,meanwhile nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout,positive
2059,return on investment roi was 41 compared to 438 in the first half of 2008,neutral
2060,the company does not disclose the sum it applied for,neutral
2061,fb shifting on the 15 minute here suspect to take highs,positive
2062,walter investment management corp receives a sell from compass point wac httpstkscoc1ivx,negative
2063,operating loss totaled eur 08 mn compared to a profit of eur 05 mn,negative
2064,cost costco less than stellar day but it held the 50 day moving average,negative
2065,at the same time sales development in russia was boosted by the opening of stockmann nevsky centre in st petersburg,positive
2066,yit lodged counter claims against neste oil totaling some eur25m primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project,negative
2067,due to the rapid decrease in net sales personnel reductions have been carried out on a wider scale than initially expected,negative
2068,anheuserbusch inbev increases offer for rival sabmiller,positive
2069,it posted a turnover of 45 mln euro 61 mln and an operating profit of 15 mln euro 20 mln for 2006,neutral
2070,the company is also seeking possibilities to relocate the luumaki personnel some 50 people to other upm mills,neutral
2071,jon risfelt has previously held operational executive positions in europolitan ericsson sas american express card and travel divisions as well as nyman schultz ceo vodafone sweden ceo and gambro renal products ceo,neutral
2072,a high court in finland has fined seven local asphalt companies more than lion 117 million for operating a cartel,negative
2073,finnish insurance company fennia and kesko group are ending their loyal customer cooperation,negative
2074,viking line head jan kaarstroem told tt that his company s ferries were well equipped to handle ice and that all the passengers were safe,positive
2075,the group s cumulative sales during the review period were eur 482 million eur 531 million 192007 and profit before taxes was eur 12 14 million,neutral
2076,that bearish outside day tuesday is significant 200 day resistance still intact just my opinion sds httpchartly2bey48t,negative
2077,operating profit fell to eur 381 mn from eur 553 mn in 2007,neutral
2078,alexandria va oct 6 united states patent no 7804288 issued on sept 28 was assigned to vacon oyj vaasa finland,neutral
2079,following the increase huhtamaki oyj s registered share capital is eur 35870629000 and the number of shares outstanding is 105501850,neutral
2080,we succeeded in increasing our market share of sold apartment comments mr kari kauniskangas head of yit international construction services,positive
2081,sds 146 1532 picking up some speed may 16 calls now 35 19 httpstksco3eik next week 16 calls 11c httpstksco3eil,positive
2082,diageo sells ryder cup venue gleneagles hotel to ennismore group,positive
2083,fiskars will be undertaking community projects throughout the uk and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects,neutral
2084,bbcn bancorp to buy wilshire bancorp in 1 bln deal,positive
2085,sales of security and system packaging increased slightly,positive
2086,down to eur5 9 m h1 09 3 august 2009 finnish media group ilkkayhtyma oyj hel ilk2s said today its net profit fell 45 on the year to eur5 9 m in the first half of 2009,negative
2087,nokia is just interested in bring nokia to the market,neutral
2088,mr doring has been with eaton since 1989 and acted as the business unit manager for eaton s power controls business unit since january 2007,neutral
2089,operating profit was eur 01 mn down from eur 13 mn,negative
2090,fb ive been dead on so far such a bloated valuation httpstcoczcf8kbrlt,negative
2091,ren bottoming out again good time to buy,positive
2092,7 march 2011 finnish it company digia oyj hel dig1v announced today an agreement with mobilephone major nokia oyj hel nok1v to acquire the commercial licensing and service business related to nokia s qt technology,positive
2093,finnish shipping company finnlines pretax loss totalled eur 65 mn in the third quarter of 2009 compared to a profit of eur 03 mn in the third quarter of 2008,negative
2094,merrill lynch analyst campbell morgan upgraded his recommendation on paperlinx from neutral to buy in may,positive
2095,companiesdiageo stays neutral on india boardroom turmoil,neutral
2096,pohjola and cooperative banks have continued to combine their branch office network,neutral
2097,adpnews feb 3 2010 finlandbased steel maker rautaruukki oyj hel rtrks or ruukki said today it slipped to a largerthanexpected pretax loss of eur 46 million usd 645 m in the fourth quarter of 2009 from a,negative
2098,profit before taxes decreased to eur 316 mn from eur 500 mn the year before,negative
2099,componenta has production lines for similarsized products at karkkila in finland at weert in the netherlands and at orhangazi in turkey and these had a combined output of approximately 100000 tonnes and net sales of eur 135 million in 2007,neutral
2100,the venture which will be 51 owned by kemira and 49 by ivrcl will operate an inorganic coagulant manufacturing facility to be built in vishakapatnam vizag in the state of andhra pradesh and to kick off operations in the second half of 2011,neutral
2101,nine banks including barclays citi agree to pay 2 billion to settle forex,negative
2102,55 workers in ml will be affected by the closedown,negative
2103,amd big dumping would not touch it for a while,negative
2104,mr mikko saavalainen head of comptel s global sales concludes gibtelecom provides a perfect illustration of the variety of business technical and regulatory challenges operators are facing in their oss today,neutral
2105,pretax profit totaled eur 90 mn down from eur 363 mn in 2007,negative
2106,net sales decreased to eur 916 mn from eur 109mn in the corresponding period in 2005,negative
2107,in the reporting period eps stood at eur0 07 versus eur0 11,negative
2108,the total capital of funds managed by the bank decreased by 28 to eur 284mn by the end of september 2008,negative
2109,royal mail share price rallies amid positive broker comments,positive
2110,equity ratio was 609 compared to 542 in the third quarter of 2007 net sales of the frozen foods business totaled eur 110 up by about 5 from the third quarter of 2006,positive
2111,tsla lots of green on the 5 min watch the hourly 25933 possible resistance currently 25700,positive
2112,finnish food workers union sel plans to hasten its collective bargaining with a twoday strike that would begin on 7 april 2010 in finland,neutral
2113,in the baltic countries sales fell by 426,negative
2114,country switzerland sector pharmaceuticals target synosia therapeutics holding ag buyer biotie therapies corp deal size in usd 1294 m type corporate acquisition financing allstock status closed,neutral
2115,fb turns back down in early trading httpstcoreuf5pzhbm,negative
2116,fast gww daily sales slowing again pretty timely coincident indicator httpstcom6bkhbkzk5,negative
2117,valeant ceo pledges to heed critics after painful experience,negative
2118,the maritime administration said the ships had ignored warnings about the icy conditions,negative
2119,profit for the period fell to eur 16 mn from eur 75 mn in januaryseptember 2008,negative
2120,also technopolis plans to build a 100 million euro technology park at the special economic zone neudorf in st petersburg the st petersburg government said in february,neutral
2121,fb they are hitting everything in sightshort it but twtr,negative
2122,rad i would consider this opportunity to add my position because the company is on the right track they are still improving sales,positive
2123,the company said that the operations will be sold to a newly established company cps gmbh where the present management of the plastics business is a coowner,neutral
2124,britains ftse outperforms europe royal mail and tesco rise,positive
2125,mobile phone shipments jumped 26 percent to almost 112 million units while finnish company s global market share rose to 39 percent from 36 percent,positive
2126,after nonrecurring items of eur 177mn profit amounted to eur 20mn,neutral
2127,amazons grocery deal with morrisons is only the beginning,positive
2128,finnish metal industry solutions supplier outotec oyj net profit rose to 504 mln euro 725 mln for the first nine months of 2007 from 201 mln euro 289 mln for the same period of 2006,positive
2129,finland s poyry energy has won a contract to advise builders of a new cogeneration power plant in lithuania s secondbiggest city of kaunas and to supervise the construction process,positive
2130,the divested company is part of tietoenator s business area government manufacturing retail,neutral
2131,among the scandinavian companies present in st petersburg is also named the swedish concern ncc which implements projects in the field of asphalt production road and housing construction project swedish krona,neutral
2132,a new kveyt light variety of suomalainen pekoni marketed under the atria brand name is now available to consumers in finland,positive
2133,in a separate announcement to the helsinki stock exchange atria revealed that the company s third quarter profits declined from eur13 9 m in the third quarter of last year to eur12 7 m in this year s q3,negative
2134,the official opening of the office located in prague will be celebrated on may 20,neutral
2135,pharmaceutical market in netherlands global research data services published recently a market analysis about the pharmaceutical markets in netherlands,neutral
2136,operating profit was eur 98 mn compared to a loss of eur 127 mn in the corresponding period in 2009,positive
2137,he said he has been losing five families a month to the economy as many make alternative arrangements to save money,neutral
2138,finnish bank of land reports operating profit of eur 22 mn in the first quarter of 2010 down from eur 63 mn in the corresponding period in 2009,negative
2139,talvivaara is listed on the london stock exchange main market and nasdaq omx helsinki and is included in the ftse 250 index,neutral
2140,rt cashcow tlt still has a rising rsi macd all this bond buying is signaling some bad moves for the market spy uup,negative
2141,the negotiation has resulted in the reduction of 80 people in regular employment around half of which will be covered with pension arrangements,negative
2142,bot amzn 600 weekly calls here 593,positive
2143,finnish investment group norvestia oyj said its net profit fell to 235 mln euro 306 mln in 2006 from 335 mln euro 436 mln in 2005,neutral
2144,cohen steers inc 5 534 626 shares representing 4985 of the share capital and voting rights,neutral
2145,cargotec s sales totalled eur 34 billion in 2008 and it employs approximately 10500 people,neutral
2146,potential defect with thirdrow seat belts tesla motors recalls 2700 model x suvs tsla httpstcoyvydncdndi,negative
2147,operating profit fell to eur 151 mn from eur 246 mn in 2006,negative
2148,update 5barclays chairman mcfarlane axes ceo to speed up strategic change,negative
2149,operating profits in the half were 08 m down from 09 m as glisten invested in the brand and the management team,neutral
2150,cooper sh the uk distributor for lift equipment manufacturer konecranes won the fiveyear deal which involves low maintenance and fuel saving technologies,positive
2151,astrazenecas lung cancer drug tagrisso gets fda approval,positive
2152,the talks are aimed at restructuring operations and cutting costs,positive
2153,the company confirmed its estimate for lower revenue for the whole 2009 than the yearago eur93 9 m as given in the interim report on 5 august 2009,negative
2154,yelp wayyy overvalued right now imo should be trading single digits may take a short pos into earnings near term target 18,negative
2155,eurochem cfo andrey ilyin said this facility marks another important step for eurochem in securing the longterm financing necessary for our potash and other strategic projects,positive
2156,satama s net sales would be higher than the year before,positive
2157,section regional news the demand in finnair s asian traffic measured in passenger kilometers was up 349 in august compare to last year,positive
2158,shares in bae systems hit 10month high on rating upgrade,positive
2159,tesco share price tumbles after negative broker note,negative
2160,the fixedterm contract of mr jarmo ukonaho the current general manager of incap s indian operations will finish by the end of the year,neutral
2161,biohit and vwr have been in close cooperation for a number of years in the us where biohit is one of vwr s focus suppliers,positive
2162,no financial detail were available,neutral
2163,spy dont hang your bull hat yet next week we will pop higher on qe3 hope on back of feds 2 day meeting,positive
2164,siga bid for reargument denied by judge,negative
2165,amzn new hod with conviction keeping 570 on watch for resistance,positive
2166,ppg descending triangle but i am liking it for an upside break httpstkscoo9ny,positive
2167,however the company saw its net profit for the third quarter down to eur 14 million from eur 15 million for the corresponding period of 2009,negative
2168,finnair said that the cancellation of flights would cause daily losses of x20ac 25 million us 3 million,negative
2169,the measures result from weak demand in the shipbuilding industry,negative
2170,nokia s share price fell less than one percent to 1870 euros 2541 in helsinki while siemens shares fell 102 percent to 9019 euros 12257 in frankfurt,neutral
2171,presentation materials will be posted on the company s website wwwseahawkdrillingcom in the investor relations section on the webcast presentations tab,neutral
2172,the shipyard hopes the regional government in andalusia can offer its some form of financial support,neutral
2173,return on investment roi was 41 compared to 438 in the first half of 2008,negative
2174,ahlstrom headquartered in helsinki finland is a global leader in the development manufacture and marketing of high performance fibrebased materials,neutral
2175,operating profit excluding nonrecurring items totaled eur 54 mn compared to eur 55 mn in the corresponding period in 2007,negative
2176,the optimization of the steel components heating process will reduce the energy consumption,positive
2177,shell share price standard life announce position against bg acquisition,negative
2178,vxx adding to position here,positive
2179,he said it is for sale again and we will be actively marketing it,neutral
2180,sharkbiotech if anyone is sellingshorting agn bc you believe endp rumors to be realistic then ill take the other side of that trade,positive
2181,aapl stock climbs as barrons sees 40 upside jim cramers take httpstcolkld9mvkbq,positive
2182,the fair value of the company s investment properties went down to eur 2768 billion at the end of 2009 from eur 2916 billion a year earlier,negative
2183,expense ratio was 1026 compared to 929 in the corresponding period in 2005,negative
2184,the samsung mobile applications store was launched in january 2009 by samsung mobile innovator a program which enables mobile software developers to create applications for use across samsung mobile devices,neutral
2185,this solution is an extension to the existing online mediation solution delivered earlier by comptel and ibm,neutral
2186,the net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative,neutral
2187,if honkarakenne starts production there it will need a partner for sawmill operations,neutral
2188,finnish bank of land reports its operating profit rose to eur 213 mn in the second quarter of 2009 from eur 61 mn in the corresponding period in 2008,positive
2189,shares in royal and sun alliance continued to slide back from a 12month high of 172p last month after a potential suitor ruled itself out of a takeover bid,neutral
2190,rbs chairman admits surprise at size of regulatory penalties,negative
2191,as a result the company will temporarily layoff 25 of the whole personnel approximately 270 persons at kirkkonummi and nivala factories,negative
2192,the service is intended to allow the people of thirteen mediterranean countries to reach the baltic more rapidly with a single carrier,positive
2193,adp news feb 11 2009 finnish wood products technology supplier raute oyj hel rutav said today its net profit decreased to eur 47 million usd 61 m for 2008 from eur 66 million for 2007,negative
2194,apartments of yit home may be purchased in 5 regions of russia where yit subsidiaries carry out their activities moscow and moscow region st petersburg ekaterinburg kazan and rostovondon,neutral
2195,tesla issues its first model x recall httpstcot1kmqvwhqq tsla,negative
2196,finnish metal products company componenta oyj net profit went slightly down to 251 mln euro 402 mln for the first half of 2008 from 254 mln euro 407 mln for the same period of 2007,neutral
2197,cencorp s net sales in the first quarter is estimated to be eur091 2 m as compared to eur4 5 m in the first quarter 2008,neutral
2198,agricultural newspaper maaseudun tulevaisuus had 318000 readers representing a decrease of 6,negative
2199,in 2009 stora enso s net loss was eur 8797 million compared to eur 6734 million in the previous year,negative
2200,the employer together with health personnel supports quitting and pays part of the cost of nicotine treatments,neutral
2201,adpnews feb 5 2010 finnish real estate investor sponda oyj hel sda1v said today that it slipped to a net loss of eur 815 million usd 118 m in 2009 from a profit of eur 293 million in 2008,negative
2202,tesla motors recalls 2700 model x suvs tsla httpstcof55dx4aegi,negative
2203,our design team has long admired marimekko s vivid patterns and colors,positive
2204,the expansion aims to attract new customers both in finland and abroad,positive
2205,axdx i got bored and took my proprietary profit exit i didnt like the option liquidity and lousy spreads,negative
2206,ih in a move to enhance growth,positive
2207,pcln back to back intraday reversals look out below shorts moving in,negative
2208,gs sells flati am out,negative
2209,tsla is now up 57 from its february low amazing rebound,positive
2210,current holdings via options long aapl v gs aet short vxx,positive
2211,naturalgas settles at 3year low dbo bno httpstkscod27qx,negative
2212,breaking tesla recalls all model x cars details on show now tsla,negative
2213,citrix systems inc ctxs position increased by mizuho httpstcov7lkq08flp sharestocknews,positive
2214,tripadvisor jumps on ma rumors httpstcoo4lwcdxmbr trip,positive
2215,finnair s tallinnbased subsidiary aero as carried 23335 passengers a decline of 608 on routes between helsinki and the baltic capitals and within southern finland,neutral
2216,aapl rejected the hodshould head lower sitting on the sidelines for now,negative
2217,in a media advisory the ntsb said that after subsequent testing the train detection system intermittently failed,negative
2218,net profit in the period in 2009 was euro 29 million,neutral
2219,the pulp production in finnish kemijrvi will also be liquidated and about 1100 employees loose their jobs,negative
2220,professional and consumer applications include personal navigation personal safety field and workflow management and asset tracking,neutral
2221,this vessel order will help aspo secure the longterm competitiveness of its fleet both in terms of technology and pricing,positive
2222,analysts impressed with progress at teslas flagship factory co spent 16b on upgrades in 15 httpstcosabxcsn8cd by tsrandall tsla,positive
2223,pharmaceutical market in italy global research data services published recently a market analysis about the pharmaceutical markets in italy,neutral
2224,the interchange of editorsinchief is a part of publisher s goal to enhance job circulation in all personnel groups,neutral
2225,aviva fined 27 million by uk regulator over fee failings,negative
2226,as a result of the negotiations the employment of 130 blue and whitecollar employees at the oulu plant would be terminated,neutral
2227,astrazeneca to buy zs pharma for 27 billion,positive
2228,operating profit rose to eur 135 mn from eur 97 mn in the corresponding period in 2006,positive
2229,in accordance with our strategy we strengthened our local presence by establishing a representative office in south africa in october,positive
2230,update 1sabmiller 2ndquarter underlying sales rise forex impacts margins,neutral
2231,metso foundries jyvaskyla oy will discontinue production on this line by 30 september 2008 the company said,neutral
2232,the divested stake represented about 27 m shares in okmetic s capital,neutral
2233,in julyseptember 2008 yit s net sales increased to eur 9708 mn compared to eur 9068 mn in the corresponding period in 2007,positive
2234,britains ftse bounces back mondi and barratt lead,positive
2235,google inc completes acquisition of icoa inc httpstksconfei icoa goog,positive
2236,finnish investment group panostaja oyj said its net profit went up to 86 mln euro 114 mln in fiscal 200506 ended october 31 2006 from 28 mln euro 37 mln in the same period of fiscal 200405,positive
2237,talktalk hires bae systems to investigate cyber attack,negative
2238,upm stock fell 3 percent to euro 1249 1724 in early afternoon trading in helsinki,negative
2239,lloyds banking groups share price lifts amid reports bank is poised to axe hundreds of uk jobs,positive
2240,profit for the period totalled eur 08 mn down from eur 11 mn in the corresponding period in 2008,negative
2241,dolce gabbana has asked the european union to declare marimekko corporation s unikko floral pattern trademark invalid in a continuing dispute between the two companies,negative
2242,ruukki s order book at the end of 2010 was 30 up yearonyear and 10 up quarteronquarter,positive
2243,in the building and home improvement trade sales decreased by 225 to eur 2014 mn,negative
2244,tsla study the charts pullbacktime httpstcozmdg0fb3i7,negative
2245,we are pleased to welcome tapeks noma into cramo group,positive
2246,the nokian tyre proves its high safety excellently in the important driving qualities stability with mark 14 handling 15 and braking on wet road with 19,positive
2247,key price to watch in nflx off the previous double top reject 21823 httpstkscosiyn,negative
2248,the total value of the agreement is usd4 0 m the company said,neutral
2249,amzn rejected that 604 to the penny weak open and it goes rg within first 30 mins could have 810 points in it httpstco58teaexxpe,negative
2250,strongest growth was seen in the new markets in russia the czech republic and slovakia,positive
2251,crus upgraded to a buy by alpha street research,positive
2252,long sdlp cpgx twtr bita labu fb tsla ete sdrl autocharts httpstconxlx1es7ny,positive
2253,key reasons to read this report report contains only relevant information leaving out excessive data,neutral
2254,previously the plant was expected to be completed by the end of 2008,neutral
2255,the intel atom processor has had tremendous success in the marketplace since its launch over 2 years ago said pankaj kedia director of global ecosystem programs for intel corp s ultra mobility group,positive
2256,nokia s share price fell less than one percent to 1870 euros 2541 in helsinki while siemens shares fell 102 percent to 9019 euros 12257 in frankfurt,negative
2257,royal mail chairman donald brydon set to step down,negative
2258,the company expects its net sales for the whole 2009 to be at previous year levels,neutral
2259,cramo slipped to a pretax loss of eur 67 million from a pretax profit of eur 589 million,negative
2260,helsinki thomson financial mreal said it will exercise an option to buy a 50mw natural gas power plant and land in kyroskoski finland for around 13 mln eur from kyro oyj,positive
2261,nevertheless fitch notes that the business fundamentals of the three banks currently remain sound,positive
2262,the department store division reported an increase in sales of 4 per cent,positive
2263,long position on ipscaling up httpstkscosiln,positive
2264,the order includes a log handling line peeling line and drying line for the production of parquet base layer veneer for plyfa s hassela mill central sweden,neutral
2265,bp joins forces with det norske in norway,positive
2266,net profit in the three months through march 31 fell to x20ac 103 million us 165 million from x20ac 131 million a year earlier the finnish company said,negative
2267,tiimari operates 194 stores in six countries including its core finnish market and generated a turnover of 765 mln eur in 2005,neutral
2268,alpina sports is a lebanon new hampshire usa based distributor of eg alpina ski shoes and skis exel ski poles start ski waxes and now also peltonen crosscountry skis,neutral
2269,in the third quarter of 2010 net sales increased by 52 to eur 2055 mn and operating profit by 349 to eur 235 mn,positive
2270,petrofac books further 30m cost for shetland gas terminal delays,negative
2271,the project also implies an underground parking lot for 56 vehicles,neutral
2272,4 beatendown internet companies that may be ripe for a takeover target twitter twtr linkedin lnkd yahoo yhoo groupon grpn,positive
2273,im liking the price action in swks currently 2180 my target 2400 before year end,positive
2274,net sales of finnish sanoma learning literature of finnish media group sanoma decreased by 36 in januaryjune 2009 totalling eur 1628 mn down from eur 1688 mn in the corresponding period in 2008,negative
2275,sbux inverted head shoulders pattern in the works bullish,positive
2276,aapl is now beaten down hated etc hhhmm opposite of 700 what happens next,negative
2277,gsk and novartis complete deals to reshape both drugmakers,positive
2278,production at the plant will be based on neste oil s proprietary technology that can use a flexible input of any vegetable oil or animal fat,neutral
2279,production levels have been agreed with producers a long time ago so a fall in consumption will lead to losses,negative
2280,surprising to see jwn and sks sales numbers still holding up so well i guess the high end might not be a concern after all,positive
2281,the changes in readership were not significant,neutral
2282,the company then said it will focus its resources on clinical research,neutral
2283,scanfil a systems supplier and contract manufacturer to the communications sector will give notice to 20 productional employees and temporarily lay off 15 employees at the company s plant in sievi in finland,neutral
2284,both operating profit and net sales for the ninemonth period increased respectively by 266 and 34 as compared to the corresponding period in 2006,positive
2285,in the building and home improvement trade sales decreased by 63 totalling eur 1541 mn,neutral
2286,the purchase sum is about eur 10mn us 1297 mn,neutral
2287,ugaz will this cold put a dent in the massive horizontal rig production who knows httpstkscop1v6p,negative
2288,thanks to his wide contact network and good knowledge of market and business environment he will give a great contribution to the further development of our indian operations tells incap s president ceo juhani hanninen,positive
2289,however the orders received during the period under review fell by 17 quarteronquarter from the eur 213 million recorded in the second quarter of 2010,negative
2290,the result will also be burdened by increased fixed costs associated with operations in china and restructuring costs in japan,negative
2291,in q1 10 19 april 2010 finnish forest machinery and equipment maker ponsse oyj hel pon1v said today that it expects to swing to a net profit of some eur6 3 m in the first quarter of 2010 from an eur9 6 m loss a year earlier,positive
2292,the company s consolidated operating profit amounted to eur 1586 mn up from eur 414 mn yearonyear,positive
2293,update 3stifel to buy former lehman brokerage from barclays,positive
2294,kep breaking out when the market pulls back httpstkscor0cet,positive
2295,net cash flow from operating activities was a negative eur 31 mn compared to eur 233 mn in the corresponding period in 2009,negative
2296,bavaria industriekapital ag s 2006 revenues were eur 333 million with an ebitda of eur 51 million,neutral
2297,should you follow berkshire hathaway into apple stock,neutral
2298,stx move off the bottom but still in bear market datasecurity emc sndk wdc httpstcovkydwpxesn,negative
2299,niina nenonen marimekko s current director for clothing bags and accessories lines will take up this role,neutral
2300,finnair s passenger load factor which measures the number of sold seats as a share of all available seats dropped by 13 percentage points to 767 in september,negative
2301,notable gainers among liquid option names this morning include stx 70 nem 46 wdc 42 x 41 and gme 34,positive
2302,hkscan headquartered in turku finland is a leading northern european food group with 10000 employees in nine countries,neutral
2303,the major breweries increased their domestic beer sales by 45 per cent last year to 25688 million litres from 24592 million litres in 2004,positive
2304,operating profit rose to eur 47 mn from eur 36 mn,positive
2305,the deal includes an option for cramo to buy out the minority stake in 2011,neutral
2306,finnish plumbing and heating systems supplier uponor s net sales from continuing operations decreased by 94 in 2008 to eur 9492 mn from eur 10474 mn in 2007,neutral
2307,tesco asda sales fall as march of the discounters continues kantar,negative
2308,loss for the period totalled eur 156 mn compared to a profit of eur 63 mn in 2008,negative
2309,the company s operating income ebit totalled eur 00 mn up from eur 03 mn yearonyear,positive
2310,ruukki s delivery volumes and selling prices showed favourable development and the company s comparable net sales grew by 50 yearonyear to eur647m ceo sakari tamminen said,positive
2311,the subsidiary is setting up a facility for manufacturing highdensity interconnection printed circuit boards or pcbs at nokia s special economic zone at sriperumbudur near chennai,neutral
2312,ahlstrom corporation anne pirila director financial communications distribution helsinki stock exchange main media ahlstrom in brief ahlstrom is a leader in the development manufacture and marketing of high performance fiberbased materials,neutral
2313,solidium picked up tikkurila shares as a dividend at a book value of eur15 80 per share,neutral
2314,the reason for this is st petersburg status as a capital one of the participants in the meeting quoted chikunov as saying,neutral
2315,operating profit excluding nonrecurring items totalled eur 10 mn down from eur 16 mn,neutral
2316,therefore the company s 2005 result will remain weaker than that of 2004,negative
2317,operating profit fell to eur 62 mn from eur 85 mn in the third quarter of 2007,negative
2318,tallink claims the watertight doors of both vana tallinn and regina baltica including their electrical systems are fully in working order,positive
2319,ftse 100 falls as china devaluation hits burberry mining stocks,negative
2320,strategic and operational business information is objectively reported,neutral
2321,gsk joins china trade push as uk trumpets healthcare deals,positive
2322,maximum amount of terminations in finland is 40 employees the company added,neutral
2323,operating result excluding oneoff items totaled eur 91 mn compared to eur 106 mn in continuing operations excluding oneoff items in 2004,negative
2324,border guard service has banned the mooring of the company carshipping ferry on its test travel at the railroadcar terminal of the russian port as the border checkpoint is not yet ready,negative
2325,operating loss totalled eur 32 mn compared to a profit of eur 72 mn in the third quarter of 2008,negative
2326,nordic infrastructure construction is one of our strategic growth areas,neutral
2327,rivals say qualcomm has fewer patents on 3g phones than on earlier versions and should lower its rates,negative
2328,the number of magazine and newspaper readers remained unchanged,neutral
2329,aberdeen am posts h1 outflows says conditions to remain challenging,negative
2330,argentine agricultural export company calafate has tapped compatriot firm finnegans for a software solution the latter company said in a statement,neutral
2331,the tightened competition situation in the production automation market has affected net sales during 2006 cencorp said,negative
2332,tata steel working with stanchart for uk unit sale source,positive
2333,tescos sales pickup isnt enough,negative
2334,stockoptionexpert mat 6 big trader added 10000 april put contracts 3 days ago httpstkscoc1ols,negative
2335,officials did not disclose the contract value,neutral
2336,furthermore sales of new passenger cars and light commercial vehicles in the country declined by 54 yearonyear last month,negative
2337,net cash flow from operating activities was a negative eur 31 mn compared to eur 233 mn in the corresponding period in 2009,neutral
2338,the transaction is planned to be financed with a eur40m marketbased loan granted by standard chartered bank hong kong,neutral
2339,cargotec s sales totalled eur 34 billion in 2008 and it employs approximately 11000 people,neutral
2340,with the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability,positive
2341,the new chain has 700 discount stores and 250 supermarkets,neutral
2342,according to the company s updated strategy for the years 20092012 basware targets a longterm net sales growth in the range of 20 40 with an operating profit margin of 10 20 of net sales,positive
2343,brewer ab inbev seeks 275 bln tieup with sabmiller,positive
2344,as a result of these transactions the aggregate holdings of burrill life sciences capital fund lp has decreased below 5 per cent of the total number of shares and votes of the company,negative
2345,operating profit totalled eur 122 mn down from eur 356 mn in the first quarter of 2008,negative
2346,in januaryaugust 2009 imports by sea in container lorry and trailer units fell by 277 and exports by 286 from the corresponding period in 2008,negative
2347,the program s target is structural cost reductions of about eur 30mn in 2009,positive
2348,pretax profit totaled eur 3974 mn up from eur 1647 mn,positive
2349,spy bull move ended waiting for next setup,negative
2350,the unit s clients are mainly in the field of specialist convenience goods as well as in the textile shoe and furniture businesses,neutral
2351,the cooperation with airbaltic is expected to lead to the transfer of finncomm to the ownership of airbaltic in time,neutral
2352,as a result the company currently anticipates net sales to increase and the operating result to be positive,positive
2353,he said he has been losing five families a month to the economy as many make alternative arrangements to save money,negative
2354,the duration of the layoffs per employee will vary from one to six weeks,neutral
2355,finnish scanfil a systems supplier and contract manufacturer to the communications sector and the electronics industry reports its net sales totalled eur 947 mn in the first half of 2010 down from eur 995 mn in the first half of 2009,negative
2356,i m not sure what s happening,neutral
2357,his resignation will take effect immediately,neutral
2358,double bottom with handle buy point of 2951 ip httpchartlyakvujxh,positive
2359,the value of the confirmed aircraft orders totals eur 2bn,neutral
2360,finnish media company talentum oyj s net profit decreased to 25 mln euro 40 mln for the first quarter of 2008 from 30 mln euro 47 mln for the same period of 2007,negative
2361,the corrected chapter is in its entirety below,neutral
2362,the company slipped to an operating loss of eur 26 million from a profit of eur 13 million,negative
2363,a maximum of 666104 new shares can further be subscribed for by exercising b options under the 2004 stock option plan,neutral
2364,operating profit rose to eur 278 mn from eur 175 mn in 2008,positive
2365,and that s exactly what happened on a recent weekday when an east haven baker was brought in to remind residents about the easter tradition of making wheat and rice pies,neutral
2366,amer sports divests an industrial site in rumilly france this announcement is distributed by thomson reuters on behalf of thomson reuters clients,neutral
2367,how kraftheinz merger came together in speedy 10 weeks,positive
2368,zsl looking very weak could be a good short setup,negative
2369,more than 14000 customers were left powerless,negative
2370,valmet automotive reports net sales of eur 85mn and operating profit of eur 8mn,neutral
2371,the personnel s expertise and high level of technology play a major role in exel composites operations,neutral
2372,uncertainties still exist however,neutral
